SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,NumBars,NumBeats,EndOfFadeIn,Energy,Key,Loudness,Mode,NumSections,SegmentsLoudnessMax,SegmentsLoudnessMaxTime,NumSegments,SongHotness,StartOfFadeOut,NumTatums,Track7DigitalID,TrackID
6371,b'SOQJLWY12AB0180839',501959,b'War Babies',b'ARLDVL71187B9AD7AC',,b'',,b'War Babies',0,285.83138,3,0.319,165.965,4,0.196,b'Cry Yourself To Sleep',1991,194,780,0,0,3,-5.977,0,12,-2.087,0.7863,767,0.445454525,269.172,1561,5560818,b'TRAVVIV128F932617C'
6372,b'SOPQDEG12A6D4F8EAC',38723,b'This Is Where I Belong: The Songs Of Ray Davies And The Kinks',b'AR1RNCJ1187FB3D227',30.2676,b'Austin TX',-97.74298,b'Fastball',0,248.92036,1,0.959,131.964,4,0.873,b'No Return (Album Version)',0,135,542,0.264,0,1,-12.555,1,11,-7.408,0.2483,988,nan,235.52,1084,414349,b'TRAVVKY128F147C330'
6373,b'SOLZKMN12A81C1FEBF',179413,b'A La Naturaleza',b'ARYHTAK11F50C4A2FB',32.22155,b'Tucson Arizona',-110.96975,b'Ray Sandoval',0,415.99955,4,0.353,106.324,4,0.775,b'Tempestad',0,179,720,8.684,0,4,-17.621,0,14,-9.057,0.34068,1448,nan,404.068,1441,1939650,b'TRAVVMO128F422B4CC'
6374,b'SORSGFJ12AB0189573',585454,b'Bite Harder: The Music De Wolfe Studio Sampler_ Vol. 2',b'ARI2JSK1187FB496EF',51.50632,b'London England',-0.12714,b'Nick Ingman',0,179.43465,11,0.151,97.571,4,0.985,b'Down Home',1973,69,281,0.149,0,11,-9.146,1,8,-4.817,0.34126,692,0.319565987,171.381,562,6492792,b'TRAVVOP12903CC5771'
6375,b'SOBUHSM12AB0181ED6',388467,b'Murmur - Deluxe Edition',b'ARR6LWJ1187FB44C8B',,b'Athens GA',,b'R.E.M.',0,163.81342,9,0.271,138.703,1,0,b'There She Goes Again',1983,378,378,0,0,9,-5.775,1,10,-2.755,0.51471,638,nan,163.813,755,4309239,b'TRAVVRE128F92EC0A9'
6376,b'SOABVWD12A58A7C3FF',611960,b'South Of The Border',b'ARJUNZD1187B9A5DAE',34.07292,b'BEVERLY HILLS California',-118.39981,b'Herb Alpert And The Tijuana Brass',0,163.94404,5,0.62,97.52,1,0.341,b'Adios_ Mi Corazon',1964,258,258,0.142,0,5,-14.962,1,7,-9.505,0.75939,541,0.466422912,153.681,517,6803420,b'TRAVVSL128F92F607D'
6377,b'SORDDBO12A58A7EE4B',174657,b'Washboard Sam Vol. 3 (1938)',b'AR84AQE1187B98AD9C',36.068,b'Walnut Ridge AR',-90.9564,b'Washboard Sam',0,165.0673,0,0.624,99.006,1,0,b'The Gal I Love',0,265,265,0.392,0,0,-15.853,1,10,-10.811,0.46212,564,0,158.97,531,1872339,b'TRAVVTS128F429F74D'
6378,b'SONTDAI12AB017AD5E',331475,b'Jazz Straight Ahead',b'ARVVSJC1187FB3A637',34.05349,b'California - LA',-118.24532,b'Rob Mullins',0,242.07628,10,0.483,146.306,3,1,b'5 4 3 2 1',0,191,576,0,0,10,-12.688,1,12,-4.388,0.38578,1101,nan,236.263,1153,3717723,b'TRAVVUS128F92EA4F9'
6379,b'SOFFNXS12A8C131D32',193006,b'Rasta Pon Top',b'ARCYQ1P1187FB3F3CA',,b'',,b'The Twinkle Brothers',0,198.37342,1,0.284,94.303,4,0.438,b'Natty Dread Up Town',0,76,307,0.206,0,1,-16.154,0,11,-9.432,0.37545,824,nan,188.563,1230,2098799,b'TRAVVWK128F4244971'
6380,b'SOCBEPX12AB01829AE',386707,b'Les Increvable N2',b'ARD7U0O1187FB5531A',49.34463,b'Neuilly-sous-Clermont (Oise)',2.40955,b'Andr\xc3\xa9 Verchuren',0,160.26077,7,0.618,210.858,1,0,"bAubade D'Oiseau""""",0,549,549,0.392,0,7,-10.307,1,6,-3.266,0.31871,841,nan,156.056,1099,4289323,b'TRAVVYK128F92E7FDE'
6381,b'SOCHBAR12AB0187BA9',588986,b'Celebration',b'ARBEOHF1187B9B044D',,b'Bay City MI',,b'Madonna',0,285.09995,1,0,116.512,4,1,b'Into The Groove',1985,136,548,0.366,0,1,-4.104,1,14,-0.976,0.30816,1192,0.783623854,263.663,1096,6531946,b'TRAVVZW12903CCEEE7'
6382,b'SOHWCXW12A6D4F801E',24811,b'Blues Cross Country',b'ARSC6WR1187FB40B18',46.91008,b'Jamestown ND',-98.70853,b'Peggy Lee',0,134.81751,0,0.659,139.301,4,0.741,b'St. Louis Blues (24-Bit Digitally Remastered 99)',0,74,299,0.351,0,0,-9.152,1,7,-4.172,0.75709,432,nan,129.277,598,263522,b'TRAVWAA128F145DE49'
6383,b'SOQWHUD12AB0181D02',540479,b'Ultraviolet',b'ARTPVDV1187B9A61F1',,b'',,b'Johnny Keating & All Stars',0,177.26649,5,0.055,132.043,4,0,b'Impromptu',0,94,378,0,0,5,-25.556,1,10,-10.692,0.19446,687,nan,172.071,755,5984932,b'TRAVWFL128F93173B6'
6384,b'SOIUXYS12AB0187595',504374,b'Mirror Music',b'ARJ66JQ1187B99D2FF',,b'',,b'Wordsworth feat. Adanita Ross',0,237.13914,1,0,85.263,4,1,"bDon't Go (Produced by Frequency)""""",2004,78,337,0,0,1,-4.612,1,11,-0.085,0.40194,1022,0.323112121,232.856,675,5581882,b'TRAVWHZ128F932B179'
6385,b'SONLWDJ12AF72A2C9C',14578,b'Icons',b'AR1ZYLH1187B98C159',,b'East Orange NJ',,b'Naughty By Nature',0,330.08281,11,0.108,93.502,4,1,b'Family Tree',2002,128,520,0.253,0,11,-3.831,0,12,1.201,0.39755,1481,nan,325.045,1039,151535,b'TRAVWIP128E078FA3D'
6386,b'SODMWLE12AB018DEA8',763509,b'Zhivaya Stal`',b'AR16NGV1187FB5B8BC',46.51959,b'Lausanne CH',6.63233,b'Kruger',0,171.67628,10,0.028,137.926,1,0,b'Myasorubka',0,391,391,0,0,10,-3.315,0,9,-0.811,0.8714,569,nan,164.13,782,8453891,b'TRAVWLA12903CC81E1'
6387,b'SOHCLHZ12AB0181C44',463600,b'Fall In Love',b'ARTWNNQ1187B9A15BC',,b'',,b'Glen Ricks',0,220.39465,7,0.331,163.937,4,0.792,b'Think That Love Was In Your Heart',0,149,598,0,0,7,-11.887,1,11,-7.72,0.33237,1123,nan,215.15,1197,5159633,b'TRAVWON128F9331A41'
6388,b'SONFUJU12A8C136ED9',98680,b'La Biblia',b'ARFK4281187FB5C811',,b'',,b'Vox Dei',0,456.69832,7,0.406,66.856,4,0,b'Profecias',1971,124,500,0.41,0,7,-18.342,1,18,-12.386,0.67678,1488,0.443291312,439.014,1500,1026845,b'TRAVWRV128F427D06A'
6389,b'SOQJYTI12A8C136FA9',202553,b'Eye Of The Zombie',b'ARDZQ5U1187B9ADEAE',37.8695,b'Berkeley CA',-122.2705,b'John Fogerty',0,269.29587,10,0.541,130.461,4,0.511,b'Headlines',1986,144,578,0.665,0,10,-5.074,1,13,-1.431,0.5393,998,0.408110884,265.561,1735,2202893,b'TRAVWTN128F425D2D5'
6390,b'SOLCKMT12AB018874F',753247,b'The Very Best Of',b'AR58SJE1187B9A8E4C',31.55379,b'Monticello MS',-90.10785,b'J.B. Lenoir',0,176.37832,6,0.245,99.829,1,0,b'The Mojo',2001,297,297,0.391,0,6,-11.923,0,12,-7.634,0.41095,636,nan,168.803,594,8338156,b'TRAVWVL12903CABEEA'
6391,b'SOTRAIA12A8AE47465',186254,b'Strictly The Best Vol. 23',b'ARBX0VO1187B98A412',,b'',,b'Zebra',0,205.11302,11,0.491,90.07,4,1,b'Red',1999,75,303,0.156,0,11,-8.189,1,8,-2.647,0.37243,948,0.334706549,190.694,1211,2018287,b'TRAVWVZ128F4239DD1'
6392,b'SOOTAPN12A8C140C40',171849,b'Tunnuss\xc3\xa4vel',b'AR8WVQY1187FB3FA10',,b'',,b'J. Karjalainen & Mustat Lasit',0,194.45506,5,0.892,89.625,3,0.444,b'Rytmikone',0,92,280,4.708,0,5,-14.451,1,5,-5.935,0.97721,774,nan,179.31,838,1830493,b'TRAVWWN128F4298B20'
6393,b'SOQUXJK12AAF3B22A1',382807,b'Comme Vous',b'AR2XRFQ1187FB417FE',,b'',,b'Julie Zenatti',0,227.5522,9,0.487,105.931,4,1,b'Dans Ces Villes',2004,98,398,0.328,0,9,-3.737,0,8,0.131,1.2527,678,0.464923994,217.931,796,4249245,b'TRAVWYR128F92DED0F'
6394,b'SOMRYSL12AB01852A8',543697,b'90s Rock Gold',b'ARUHYH21187B98BA89',44.23153,b'Kingston Ontario Canada',-76.47933,b'The Tragically Hip',0,225.43628,7,0.094,84.373,5,0.822,b'Ahead By A Century',1996,61,309,0.45,0,7,-7.372,1,7,-2.687,0.25396,858,0.766174644,212.805,926,6017925,b'TRAVWZA128F931F36E'
6395,b'SOBKDCU12A6D4F80F6',312635,b'The Motown Years 50',b'ARXPPEY1187FB51DF4',,b'',,b'Michael Jackson',0,188.99546,3,0.721,111.459,4,0.884,"bGirl You're So Together""""",1984,83,341,0,0,3,-10.44,1,8,-6.181,0.5895,689,0.506905064,180.227,682,3525633,b'TRAVXBL128F42BB389'
6396,b'SOPZQHN12A6D4F84CA',20796,b'The Rising Tied',b'ARHU9211187B9B7E0E',,b'LA California',,b'Fort Minor',0,43.38893,5,0.615,122.843,5,0.833,b'Introduction (Album Version)',2005,17,88,2.438,0,5,-14.866,1,3,-7.781,0.86918,139,0.702023635,43.389,176,216202,b'TRAVXEP128F14539AE'
6397,b'SORTKRB12A8C131EF0',88523,b'Porelamordedios',b'AR5KOSW1187FB35FF4',49.80388,b'Dubai UAE',15.47491,b'Elena',0,237.60934,0,0.499,116.075,4,1,b'Satan Kingsize',0,111,448,2.31,0,0,-9.718,1,5,-4.016,0.53441,977,nan,228.31,896,933669,b'TRAVXIG128F4266779'
6398,b'SOLETWK12AF72A1079',485654,b'Mind Control',b'ARH9GD41187FB37E0F',,b'',,b'Stephen Marley',0,270.05342,9,0.667,118.144,4,0.821,b'Mind Control',2005,131,529,0.161,0,9,-9.364,0,9,-4.997,0.40091,1120,0.544514002,258.276,1058,5388227,b'TRAVXII128F92FCC6D'
6399,b'SOJBAZO12AC4687571',790581,b'Night Shot - The Remixes',b'ARYLWPW11F4C847221',,b'Minneapolis MN',,b'Ruby Isle',0,277.73342,2,0.654,128.004,5,1,b'So Damn High (Will Eastman Club Edit)',0,115,578,0.351,0,2,-6.326,1,9,-3.352,0.6165,1136,0.651935721,267.627,1157,8745192,b'TRAVXJJ12903D0F1D8'
6400,b'SOWEVAT12AB0187AE7',576258,b'Aloha',b'ARI945I1187FB4CC22',,b'',,b'The King Sisters',0,195.89179,5,0.478,58.294,1,0,b'Hawaiian Wedding Song',0,187,187,0.107,0,5,-27.863,1,7,-19.463,1.26044,320,0,183.507,374,6387793,b'TRAVXUN12903CAC564'
6401,b'SOIOUIR12AB017ED30',310930,b'CONNIFF MEETS BUTTERFIELD               BILLY BUTTERFIELD and RAY CONNIFF',b'ARXZIHJ1187B9A4ED9',41.94508,b'Attleboro MA',-71.28109,b'Ray Conniff;Billy Butterfield',0,175.15057,8,0.494,116.195,4,0.293,b'Time On My Hands (You In My Arms)',0,81,330,0,0,8,-13.526,1,7,-6.397,0.33127,605,0,171.386,991,3718903,b'TRAVXVJ128F92EA97C'
6402,b'SOYUIMG12A8C135784',149770,b'Places In Time',b'ARTK5LU1187B9A654C',,b'',,b'Michael Gettel',0,452.25751,1,0.156,168.035,4,0.31,b'River Run',1992,306,1231,16.736,0,1,-16.685,0,17,-8.816,1.37271,1456,0.262308997,430.66,2462,1558354,b'TRAVXZP128F425C677'
6403,b'SOQDTSH12A6D4F9A5B',59667,b'Sugar Candy Lady',b'ARVGPOM1187FB55737',39.95227,b'Philadelphia PA',-75.16237,b'Billy Butler',0,180.32281,4,0.137,124.335,4,0.703,"bShe's Got Me Singing [Bonus Track]""""",0,91,368,0,0,4,-12.872,0,8,-7.838,0.28168,669,nan,165.872,736,617763,b'TRAVYGA128F14A2A3A'
6404,b'SOBDLAF12AF72A69D7',580676,b'The Last Street Preacha',b'ARHUQUF1187FB382E6',-29.21545,b'Thaba Nchu',26.83776,b'T-Bone',0,234.16118,1,0.553,96.007,4,1,b'Ride Wit Me',2001,91,370,0.212,0,1,-6.135,1,9,-1.362,0.23985,1037,0.413739836,228.328,739,6442127,b'TRAVYHI12903CB95EC'
6405,b'SOEIVEC12A8C139DDA',205428,b'Dead Yuppies',b'AR0O3AV1187FB4D030',40.71455,b'New York NY',-74.00712,b'Agnostic Front',0,105.84771,9,0.517,112.292,1,0,b'Standing On My Own',2001,192,192,0,0,9,-5.152,1,7,-3.352,0.30479,345,0.610184713,101.715,383,2226308,b'TRAVYIU128F42625E1'
6406,b'SOQHTUT12A8AE475F2',280438,b'Hero',b'AR0OQPL1187B9B549A',,b'CATHEDRAL CITY California',,b'Kirk Franklin with tobyMac & Sonny (of P.O.D.)',0,299.85914,9,0.2,153.819,4,0.955,b'Let It Go',0,190,763,0.2,0,9,-9.07,0,15,-2.941,0.41451,1115,0.536032112,294.011,1525,3125155,b'TRAVYNN128F425EBBC'
6407,b'SOCSAVL12A6D4FAC37',56540,b'Aman Iman: Water Is Life',b'ARXI7WU1187FB4D75E',17.57975,b'Mali Africa',-3.99883,b'Tinariwen',0,238.68036,9,0.151,160.887,4,0,b'Assouf',2007,156,628,0.185,0,9,-7.386,1,10,-2.732,0.76511,809,0.619662672,221.896,1257,587286,b'TRAVYPH128F149B902'
6408,b'SOHPXSL12A8AE47FCB',135640,b'Zipper Catches Skin',b'AR1ABAO1187FB531E1',42.33168,b'Detroit MI',-83.04792,b'Alice Cooper',0,209.47546,4,0.776,92.685,4,0.572,"bMake That Money (Scrooge's Song) (Album Version)""""",1982,80,322,0.479,0,4,-10.998,1,8,-7.213,0.72308,637,0.485122364,197.457,1288,1408120,b'TRAVYRR128F423C597'
6409,b'SOWAJLC12A8AE46C42',138469,b'Dans Ma Radio',b'ARIN9J01187B98BCC0',,b'',,b'Ramses',0,214.41261,5,0.685,76.549,3,0.603,b'Les Rats',0,88,265,3.117,0,5,-7.711,0,9,-0.994,2.09785,877,nan,203.355,1327,1437570,b'TRAVYTB128F4242404'
6410,b'SORYNFW12A5891EC23',240938,b'Idem',b'ARKWT6J1187B98ED50',,b'',,b'M\xc3\xb3veis Coloniais de Acaju',0,271.5424,2,0.354,150.529,3,0.679,b'Esquilo n\xc3\xa3o samba',2005,234,705,0.159,0,2,-5.344,0,11,-1.75,1.03544,951,0.615218693,266.043,1409,2628429,b'TRAVYVD128F4237876'
6411,b'SOAZHOK12A8AE46E45',278032,b'Tu Me Haces Falta',b'ARL7K851187B99ACD2',,b'',,b'Andy Andy',0,264.46322,4,0.021,90.035,5,0.969,b'Vida',0,78,394,0,0,4,-6.73,0,12,-1.744,0.29524,1247,0,253.115,1183,3101656,b'TRAVYXA128F425906C'
6412,b'SOZPTVU12A6D4F8B4D',70621,b'Materia',b'ARMY5XE1187FB38AF3',,b'',,b'Novembre',0,313.3122,1,0.512,113.746,4,0,b'Reason',2006,143,575,0,0,1,-5.437,0,8,-2.799,2.00188,632,0.579416472,299.009,1726,739685,b'TRAVYXL128EF34722F'
6413,b'SOIRWHR12AAA15FCC6',431431,b'Live Journeys',b'ARXOFXG122989009DB',,b'',,b'Symbiosis Orchestra',0,297.35138,6,0.674,133.329,5,0.565,b'Live At Fabbricaeuropa_ Florence 1',0,127,639,0.078,0,6,-10.174,0,13,-5.228,1.11172,1262,nan,276.915,1917,4813899,b'TRAVYXU128F92E0FE8'
6414,b'SODBINY12AB017DAC4',635170,b'Get Picked Up',b'ARJ0FG21187B99F7C4',,b'',,b'Crazy Girl',0,357.14567,0,0.476,91.967,5,0.899,"bGet Picked Up (Niyi Can't Mix Version 1)""""",0,107,541,0.061,0,0,-6.609,1,15,-2.803,0.28971,1332,nan,350.279,1621,7051374,b'TRAVZBG128F9332358'
6415,b'SOWVNTY12A8C14508F',525943,b'The Poems of Elizabeth Bishop and Other Songs',b'AR4ZLZI1187B9B72D0',,b'',,b'Luciana Souza',0,198.89587,4,0.504,64.988,3,0.91,b'Argument',0,60,212,0.422,0,4,-26.455,0,9,-17.84,0.61823,403,nan,187.699,424,5810405,b'TRAVZDX128F92ECF9B'
6416,b'SOACEBF12A8C141362',566002,b'See Reverse Side For The Title',b'AR5ZI3K1187FB38BE0',42.31256,b'Boston MA',-71.08868,b'Jim Kweskin_ The Jug Band',0,236.79955,7,0.718,87.461,1,0,b'Viola Lee',0,337,337,0.334,0,7,-9.444,1,10,-4.506,0.39472,707,nan,229.581,675,6265189,b'TRAVZLU128F9305DD2'
6417,b'SOUHWIX12AB0189BB8',708323,b'The Sound Of Music',b'ARFTMGO1187B9A777A',43.64856,b'Toronto Ontario Canada',-79.38533,b'Percy Faith',0,151.09179,0,0.806,127.853,1,0,b'Do Re Mi',0,318,318,0,0,0,-12.898,1,11,-6.894,0.72721,473,nan,144.73,636,7856049,b'TRAVZQD12903CAD658'
6418,b'SOIHVRS12AC468AC2E',605134,b'1942-1952 Jimmy Wakely',b'ARQGYP71187FB44566',34.31109,b'Mineola AR',-94.02978,b'Jimmy Wakely',0,139.04934,5,0.534,187.44,3,1,b'Standing Outside of Heaven',0,137,415,2.032,0,5,-15.251,1,6,-9.853,0.60186,455,nan,133.851,831,6721965,b'TRAVZTI12903CFD2F7'
6419,b'SOAEGMV12A8C1455F2',525626,b'Voyeur',b'ARYBGMF1187FB4D82C',,b'Los Angeles CA',,b'Berlin',0,255.32036,11,0.741,104.04,4,1,b'Blink Of An Eye (Alternative)',2002,108,435,2.316,0,11,-4.521,1,10,-0.216,0.62492,907,0.270775999,238.782,871,5806681,b'TRAVZWX128F92EC110'
6420,b'SOBZCAE12AB017F002',328151,b'Imperial Hearts',b'ARRVIZY1187FB41246',37.27188,b'Sacremento CA',-119.27023,b'California Oranges',0,198.42567,2,0.337,128.005,1,0,b'Travel Writer',0,409,409,0.247,0,2,-5.77,1,7,-2.888,0.49278,651,0,185.719,818,3692517,b'TRAVZYU128F92E4ECB'
6421,b'SOVENLZ12A8C13F7DE',307974,b'Carlos Nunez En Concert',b'ARCID1N1187FB51DA0',,b'',,b'Carlos Nu\xc3\xb1ez',0,275.43465,0,0.584,143.969,4,0,b'Cami\xc3\xb1o De Santiago',2004,164,662,0,0,0,-11.019,1,7,-5.792,1.09619,870,0.304169503,275.435,1324,3472510,b'TRAVZZV128F42AE511'
6422,b'SOKNWHQ12AB017CC6C',332618,b'Java Sur Seine',b'AREHMUC1187B98B91B',,b'',,b'Java',0,361.1424,5,0.422,178.343,7,0.587,b'Hawa\xc3\xaf',0,151,1069,11.128,0,5,-11.619,1,11,-1.821,0.55935,1312,nan,358.975,2137,3728349,b'TRAWABF128F92EC63A'
6423,b'SOEXTFN12AB0188B18',672005,"bSleepy F%#&in' D""""",b'AR77MEJ1187B98F8CA',,b'',,b'Sleepy D',0,251.08853,7,0.627,192.068,4,0.653,"bSleepy F%#&in' D""""",0,199,801,0,0,7,-10.978,1,12,-5.867,0.25859,1014,nan,251.089,1603,7448847,b'TRAWABG12903CC0F03'
6424,b'SOOYAUK12AB01889B8',461028,b'Here is Fabulous Eddie Cano',b'ARODP5P1187FB40142',,b'',,b'Eddie Cano',0,182.49098,3,0.874,98.501,1,0,b'Teach Me Tonight (Album Version)',0,298,298,0.079,0,3,-16.077,1,6,-9.441,0.30813,498,nan,173.273,896,5133196,b'TRAWAHX128F932B2FD'
6425,b'SONIWYZ12A58A7CB59',62754,b'Retrospective',b'AR7TTCH1187FB3F95C',34.60515,b'Lawton OK',-98.38983,b'Leon Russell',0,218.51383,9,0.798,158.754,4,0.215,b'Out In The Woods',1976,141,567,0.401,0,9,-14.274,1,12,-8.036,0.41414,828,0.702259767,206.408,1133,650832,b'TRAWAHY128F14AA11E'
6426,b'SOGXWAU12A8C13BDB7',254710,b'White African',b'ARSRFOY1187B9917DA',41.88415,b'Chicago IL',-87.63241,b'Otis Taylor',0,301.87057,0,0.808,84.56,7,0.747,b'Hungry People',2001,55,423,0.409,0,0,-10.432,1,13,-3.438,1.18274,1173,0.542084763,279.667,1269,2827145,b'TRAWAJX128F426570B'
6427,b'SOMBVNV12A8C1361F0',291340,b'Crazy In Love',b'AR65K7A1187FB4DAA4',,b'',,b'Beyonc\xc3\xa9',0,254.98077,2,0.803,99.694,4,1,b'Krazy In Luv',2003,106,430,2.757,0,2,-5.533,1,9,-1.267,0.58914,1084,nan,249.789,860,3273484,b'TRAWALQ128F427E65A'
6428,b'SOFJNFW12AB0181B90',621263,b'22 (Vingt Deux)',b'ARKZJ301187FB521B2',,b'London England',,b'Lily Allen Featuring Ours',0,189.20444,10,0.059,130.939,4,0.415,b'22 (Vingt Deux) (Feat. Ours)',2009,97,394,1.025,0,10,-4.713,0,10,-1.551,0.61997,732,nan,180.001,1183,6900091,b'TRAWAQB128F930D7F7'
6429,b'SOMVDFN12A58A7CE36',608835,b'The Man Machine (2009 Digital Remaster)',b'AR1ZKBE1187FB53629',,b'D\xef\xbf\xbdorf Germany',,b'Kraftwerk',0,332.14649,5,0.502,89.346,4,0.637,b'The Man Machine (2009 Digital Remaster)',0,122,490,0.258,0,5,-10.486,0,14,-4.208,0.24754,1809,0.368413733,322.943,1960,6764784,b'TRAWASU12903D07A25'
6430,b'SOITKGP12A58A75D98',646216,b'Strictly The Best Vol. 40',b'ARON0YP1187FB4B465',40.71455,b'New York NY',-74.00712,b'Fiona',0,297.42975,11,0.491,170.238,4,0.123,"bSince I've Been Loving You""""",0,209,840,0.078,0,11,-6.253,1,10,-1.647,0.63048,1220,0.375984302,292.508,1679,7159586,b'TRAWAWH128F934C8E4'
6431,b'SONPYCF12AB01837AF',799246,b'Heavy Soul',b'ARG4KW31187FB51B7C',,b'United Kingdom',,b'Atomic Rooster',0,269.71383,0,0.461,143.137,4,0.457,b'The Rock',1971,159,639,0.165,0,0,-12.535,0,13,-5.678,0.40343,1156,0.750701198,260.278,1279,8839248,b'TRAWAXO12903CB2364'
6432,b'SOTRBNH12A8C1437CA',474494,"bDon't Be Afraid""""",b'ARGY9FW1187B991C7D',,b'Minneapolis MN',,b'Information Society',0,512.78322,11,0.651,95.002,4,0.839,b'Empty',1997,200,819,2.664,0,11,-8.575,1,18,-4.02,0.49272,1767,0.265861049,505.655,1638,5270401,b'TRAWAXV128F92E075C'
6433,b'SOFYGSX12A8C144D43',375651,b'The Complete Hi Recordings of Charlie Rich',b'AR0B1CH1187FB3A824',34.56398,b'Benton Arkansas',-92.58685,b'Charlie Rich',0,174.18404,0,0.285,93.03,4,0.806,b'Cold_ Cold Heart',0,63,264,0.246,0,0,-13.353,1,11,-7.343,0.48367,559,0,162.609,528,4179453,b'TRAWBBO128F92D15E1'
6434,b'SODVGEX12AB01803B2',404571,b'La Salsa De La Rumba',b'AR5OHUU1187FB55B10',,b'',,b'Peret',0,179.69587,7,0.496,86.005,4,0.59,b'T\xc3\xb3cale Las Palmas',1973,63,255,0.195,0,7,-3.97,1,6,-0.864,0.32128,797,nan,169.314,763,4498125,b'TRAWBEN128F931012E'
6435,b'SOGRWLL12A6D4F9ECF',225610,b'Staying on the Watch',b'ARDD9UN1187B98D3A7',31.84666,b'Sicily Island LA',-91.657,b'Sonny Simmons',0,699.03628,1,0.66,100.53,3,0.568,b'Metamorphosis',0,380,1166,1.263,0,1,-10.179,1,18,-4.494,1.81892,2236,nan,691.606,2333,2468304,b'TRAWBFX128F4213891'
6436,b'SOECXXF12AB0180834',506581,b'Laughter At Dawn',b'ARWGIOC1187FB4CBEF',37.16793,b'United States',-95.84502,b'Jim Chappell',0,296.12363,2,0.196,69.147,4,0.578,b'Moonlight Boy',0,78,322,0.525,0,2,-22.34,0,9,-12.393,0.42099,595,0.594483379,275.4,643,5603790,b'TRAWBGU128F93306A8'
6437,b'SOWONAR12AB018A39C',680677,b'Alain-Fran\xc3\xa7ois',b'ARWNTXK11EBCD7BBFB',,b'',,b'Alain-Fran\xc3\xa7ois',0,294.42567,5,0.918,141.892,3,0.392,b'Minuit sur terre',0,227,683,0.136,0,5,-7.627,1,12,-3.293,0.83311,915,nan,288.461,1365,7552794,b'TRAWBGZ12903CDA47E'
6438,b'SOULTKQ12AB018A183',803358,b'B.o.B Presents: The Adventures of Bobby Ray',b'ARKQQZA12086C116FC',38.8991,b'Washington DC',-77.029,b'B.o.B',0,269.63546,10,0.403,104.038,4,0.742,"bNothin' On You [feat. Bruno Mars] (Album Version)""""",2010,114,461,5.283,0,10,-5.388,1,8,-1.991,0.52221,1057,1,258.461,923,8880639,b'TRAWBHE12903CBC4CB'
6439,b'SOIABUP12AAF3B55F2',322542,b'Magique',b'ARZBYDY1187FB46DD7',42.54843,b'Vernet les Bains',2.38596,b'Cali',0,90.33098,0,0.123,75.25,4,0.911,b'Betty Et Tommy (Instrumental)',0,26,106,0.978,0,0,-16.69,1,2,-7.582,0.19105,174,0,83.836,211,3635147,b'TRAWBKF128F92D7EC2'
6440,b'SOTSCLM12AF72A097D',310448,b'FutureSex/LoveSounds',b'ARWK5QH1187B9A9B7F',,b'',,b'Justin Timberlake',0,238.602,9,0,100.012,4,1,b'Sexy Ladies',2006,97,392,0.073,0,9,-5.044,0,11,0.689,0.35238,835,nan,232.38,392,3522427,b'TRAWBNP128F42BA71A'
6441,b'SOQJPYF12AF72AA8E2',391562,b'Riot Act',b'ARFVYJI1187B9B8E13',47.60356,b'Seattle WA',-122.32944,b'Pearl Jam',0,268.69506,10,0.197,94.916,4,0.543,b'You Are',2002,105,422,0.223,0,10,-8.053,1,7,-3.162,0.44066,943,0.758095181,251.304,844,4347518,b'TRAWBOE128F92F2F46'
6442,b'SOCWHPT12A67ADA68D',66636,b'Musik f\xc3\xbcr taube Ohren',b'AR5MSL51187FB52E11',,b'',,b'\xc3\x84I-TIEM',0,100.70159,7,0.422,135.799,4,0.661,b'\xc3\x84i Jo',2003,55,222,0,0,7,-9.686,1,4,-4.896,0.25849,414,nan,90.006,445,694968,b'TRAWBOS128EF33F24A'
6443,b'SOHKNPJ12A81C2107E',276801,b'14 Megala Tragoudia - Angela Dimitriou',b'AR4OHL91187B9B2EB9',,b'',,b'Angela Dimitriou',0,177.3971,4,0.852,132.076,4,0,b'Fotia Sta Savvatovrada (Live)',0,96,388,0,0,4,-7.46,0,6,-2.875,0.5133,628,nan,173.941,776,3085302,b'TRAWBPY128F425512E'
6444,b'SOTRJTA12AB0180A36',357544,b'EMI Years',b'ARWIN9D1187B98E544',,b'',,b'Jason & The Scorchers',0,227.49995,2,0.944,176.269,1,0,b'19th Nervous Breakdown',1998,649,649,0.171,0,2,-11.812,1,10,-9.054,1.39949,740,nan,212.753,1298,3989684,b'TRAWBSO128F931F551'
6445,b'SOBACYS12A8C13D6A4',262524,b'Future Development',b'ARV4KO21187FB38008',37.80506,b'Oakland CA',-122.27302,b'Del The Funky Homosapien',0,316.60363,6,0.788,83.646,4,0.647,b'Why You Wanna Get Funky...',1998,110,441,0.235,0,6,-8.039,1,15,-3.455,0.32113,1441,0.636287224,305.4,1323,2911599,b'TRAWBSZ128F4278C10'
6446,b'SOVQPMO12A6D4F8B8E',56247,b'Made In Italy',b'ARQVLQJ1187B98F11F',,b'',,b'Mau Mau',0,233.40363,7,0.353,195.874,3,0.62,b'Balon Combo',1994,248,748,0,0,7,-7.106,1,10,-2.236,0.61215,1084,0.265861049,228.844,1495,584483,b'TRAWBVQ128F149ADFD'
